Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
80M_1 - illumina_universal_adapter	(1, 0.0944463437647761)	(2, 0.09619754536926904)	(3, 0.11654596918221406)	(4, 0.11762147638300419)	(5, 0.12625139788994538)	(6, 0.13571758551693985)	(7, 0.1402707096886215)	(8, 0.14246159760365787)	(9, 0.14386255888725222)	(10, 0.1474841515715962)	(15, 0.1527155565370427)	(20, 0.15866382261467912)	(25, 0.1670739009663486)	(30, 0.17701813968980648)	(35, 0.1867393022704151)	(40, 0.19724112358474352)	(45, 0.2093122370692028)	(50, 0.2231989963772003)	(55, 0.23944368129173976)	(60, 0.2584342503221241)	(65, 0.2808203184389308)	(70, 0.30809854335804904)	(75, 0.3416511350351234)	(80, 0.3842698860095997)	(85, 0.43958910538362694)	(90, 0.5125242274700746)	(95, 0.6116357723092201)	(100, 0.7470080747528802)	(105, 0.9334630896489781)	(110, 1.191073790268854)	(115, 1.546450681830614)	(120, 2.032889010200162)	(125, 2.6843954940429615)	(130, 3.5402867108218046)	(135, 4.633139105497859)	(140, 5.402456949860716)
80M_1 - polya	(1, 0.005781659451141303)	(2, 0.008285069498671823)	(3, 0.010348793235658887)	(4, 0.013031095262479149)	(5, 0.016181102825514757)	(6, 0.01929446986267174)	(7, 0.02283351359753624)	(8, 0.02607404481274256)	(9, 0.029243450301243316)	(10, 0.03794686839244693)	(15, 0.05200864009464119)	(20, 0.06564279530658142)	(25, 0.07884825636574176)	(30, 0.0916689919031766)	(35, 0.10432074995655942)	(40, 0.11687832030518368)	(45, 0.1293401942215132)	(50, 0.14231158698006072)	(55, 0.1545909048645126)	(60, 0.1671167919348771)	(65, 0.18000779106899684)	(70, 0.1927511504370762)	(75, 0.20414700058284302)	(80, 0.21521114620315568)	(85, 0.22627572288847872)	(90, 0.23742500384833284)	(95, 0.24841565288438314)	(100, 0.2597666722690749)	(105, 0.2716067349079937)	(110, 0.2834213647113025)	(115, 0.29489049590882666)	(120, 0.3061617682666061)	(125, 0.31730932496641895)	(130, 0.32842843137554956)	(135, 0.33906625370063925)	(140, 0.34531109250538733)
80M_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0007478977929342151)	(4, 0.0011250796769788482)	(5, 0.0014871742856616959)	(6, 0.0018255603187760238)	(7, 0.0021596357017869845)	(8, 0.0024958664098496284)	(9, 0.0028234758177055385)	(10, 0.003906526656176556)	(15, 0.006100647558790478)	(20, 0.008407707494112621)	(25, 0.010510873679545495)	(30, 0.012650680390856988)	(35, 0.014893080574628625)	(40, 0.017270619639140825)	(45, 0.021480831595099604)	(50, 0.026342382781677165)	(55, 0.02917577309462045)	(60, 0.031986101429510715)	(65, 0.04161480056540211)	(70, 0.09494120639664265)	(75, 0.1522375054405793)	(80, 0.16847917290004633)	(85, 0.17713991555522662)	(90, 0.18727662480579982)	(95, 0.2000725741051403)	(100, 0.21436475005535952)	(105, 0.22854872868798423)	(110, 0.24310557855455023)	(115, 0.25826139325297903)	(120, 0.2751459941753634)	(125, 0.29454176431546425)	(130, 0.3171894888935453)	(135, 0.3435012660594886)	(140, 0.36100940251932495)
80M_2 - illumina_universal_adapter	(1, 0.07318406212991722)	(2, 0.07492556477167758)	(3, 0.095196396882762)	(4, 0.09625466148313866)	(5, 0.10478651570022825)	(6, 0.11422360643902497)	(7, 0.11875194437261224)	(8, 0.12099779307646658)	(9, 0.12249143333728332)	(10, 0.12728315199218634)	(15, 0.13716036010653684)	(20, 0.1502539597955148)	(25, 0.1641398569734917)	(30, 0.17458262238140398)	(35, 0.1838727199516759)	(40, 0.19418939884406466)	(45, 0.2063094382071972)	(50, 0.22012162326840645)	(55, 0.2361973306988939)	(60, 0.255010947542535)	(65, 0.27719937235210235)	(70, 0.3043032314745393)	(75, 0.33755838829448137)	(80, 0.379641109928604)	(85, 0.43384602625091084)	(90, 0.5051952601643298)	(95, 0.6024418022362532)	(100, 0.7358159028244975)	(105, 0.9196274115447055)	(110, 1.173358742604056)	(115, 1.523507246655442)	(120, 2.003065777460016)	(125, 2.6470103033589836)	(130, 3.4940834387538735)	(135, 4.577925497051363)	(140, 5.341613201314214)
80M_2 - polya	(1, 0.000574394126273684)	(2, 0.0019559574844028823)	(3, 0.00813958505768318)	(4, 0.026765904154332998)	(5, 0.05846965800207316)	(6, 0.09037385707961991)	(7, 0.12487953349454878)	(8, 0.15996607001090637)	(9, 0.19603974540093508)	(10, 0.3107467912490527)	(15, 0.5039650006248287)	(20, 0.692554433919609)	(25, 0.8778964389590177)	(30, 1.059875059255274)	(35, 1.2415159401159315)	(40, 1.4236249575778148)	(45, 1.6042265406985503)	(50, 1.7845923312586318)	(55, 1.9654460874104143)	(60, 2.1451851094454666)	(65, 2.3236346005020954)	(70, 2.5029837242352984)	(75, 2.6830712623312074)	(80, 2.8610737389721175)	(85, 3.0354811334268197)	(90, 3.2097833480189997)	(95, 3.3859188821001416)	(100, 3.5642278459634023)	(105, 3.7427572995794485)	(110, 3.920301338581866)	(115, 4.09681103709198)	(120, 4.27312287676235)	(125, 4.448469777407081)	(130, 4.6231155508125)	(135, 4.7971382197454755)	(140, 4.90337957985559)
80M_2 - polyg	(1, 0.06467807181344783)	(2, 0.06621912922540162)	(3, 0.06644651601835423)	(4, 0.06661570903491139)	(5, 0.06674287321296073)	(6, 0.06686895972848422)	(7, 0.06700366754421444)	(8, 0.0671545402978323)	(9, 0.06728170447588164)	(10, 0.06768367259802063)	(15, 0.06810784056819197)	(20, 0.06835850487170278)	(25, 0.06857856355947967)	(30, 0.06888763717189109)	(35, 0.06938681045386101)	(40, 0.07015798575735341)	(45, 0.07124146766083478)	(50, 0.07253164523677258)	(55, 0.07416214863837126)	(60, 0.07594611118364977)	(65, 0.07784279722913136)	(70, 0.07989617540587034)	(75, 0.13087025947570338)	(80, 0.19708852657108433)	(85, 0.21557367187684884)	(90, 0.2246256060289097)	(95, 0.23462459000868036)	(100, 0.24793113581276466)	(105, 0.2632223049244392)	(110, 0.2766952418225136)	(115, 0.2906589462348562)	(120, 0.30594774448897394)	(125, 0.32289247898030016)	(130, 0.3421093571411114)	(135, 0.36418742930803244)	(140, 0.3787929895207665)
81M_1 - illumina_universal_adapter	(1, 0.08271632521442454)	(2, 0.08425133049564139)	(3, 0.10097008723282935)	(4, 0.10201603523628146)	(5, 0.11128952402002631)	(6, 0.12153456283208233)	(7, 0.12622382344170133)	(8, 0.12835838887552461)	(9, 0.12973693959137153)	(10, 0.13346362169321105)	(15, 0.1386082416742074)	(20, 0.1444191611678631)	(25, 0.15248258876769788)	(30, 0.1622411961128765)	(35, 0.1720418164322523)	(40, 0.18245643886411492)	(45, 0.19416120971195105)	(50, 0.2075281188514655)	(55, 0.22294841210487001)	(60, 0.24117416547381004)	(65, 0.2624432336611625)	(70, 0.2881181936998766)	(75, 0.319800790231222)	(80, 0.3593457210119477)	(85, 0.41050767679335803)	(90, 0.47726891860365905)	(95, 0.5661552429505813)	(100, 0.6873561089823991)	(105, 0.8540708115769858)	(110, 1.0849242273581552)	(115, 1.4032777581553117)	(120, 1.8379308601455158)	(125, 2.4207405274665454)	(130, 3.1908821080167353)	(135, 4.183729869617439)	(140, 4.884574987945613)
81M_1 - polya	(1, 0.005496697457472176)	(2, 0.007757082996313241)	(3, 0.009863202145523818)	(4, 0.012765817263890394)	(5, 0.015898190834898126)	(6, 0.019484610871839565)	(7, 0.023345646964080667)	(8, 0.026793117841567696)	(9, 0.02985656387678308)	(10, 0.03856856676578775)	(15, 0.05294334965088805)	(20, 0.06706189715689997)	(25, 0.08007125838059)	(30, 0.09270687918798373)	(35, 0.10615847072861448)	(40, 0.11886498842996607)	(45, 0.13183671303093775)	(50, 0.14454388718501116)	(55, 0.15689964031533057)	(60, 0.1691035340493329)	(65, 0.18141618011758534)	(70, 0.19377959186299282)	(75, 0.2047841464742083)	(80, 0.21553946786870162)	(85, 0.22598494357849033)	(90, 0.23649146939140936)	(95, 0.2472133116970893)	(100, 0.25842946290230856)	(105, 0.2702900318627928)	(110, 0.2819558531824669)	(115, 0.2932969492224082)	(120, 0.3047575196577229)	(125, 0.315806494236449)	(130, 0.32697866310930557)	(135, 0.33780641312077436)	(140, 0.34433133435820923)
81M_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0007122512031875769)	(4, 0.0010240662460577143)	(5, 0.0013511985191039285)	(6, 0.0015809569717450823)	(7, 0.001921218299227934)	(8, 0.002204587057485357)	(9, 0.002481391288524461)	(10, 0.0035041446291385115)	(15, 0.005559716918768035)	(20, 0.007784654010630179)	(25, 0.009800182684227958)	(30, 0.01183846838551591)	(35, 0.013863843849941168)	(40, 0.01603013783198633)	(45, 0.018784394635218905)	(50, 0.021661626915007982)	(55, 0.023974966306743485)	(60, 0.026487429690767988)	(65, 0.032058306305807166)	(70, 0.07820189984638679)	(75, 0.1352476413735761)	(80, 0.15250753397112746)	(85, 0.16073966992047306)	(90, 0.1701932455675738)	(95, 0.18195490898463537)	(100, 0.195348295050597)	(105, 0.20914518072291136)	(110, 0.22291515183363053)	(115, 0.2371199134637764)	(120, 0.25281657331307217)	(125, 0.27050119082164875)	(130, 0.2911245283482926)	(135, 0.3147883360648878)	(140, 0.3304309479734194)
81M_2 - illumina_universal_adapter	(1, 0.06350523631001492)	(2, 0.06502711253679513)	(3, 0.08163208413553223)	(4, 0.08267365578750546)	(5, 0.09188149929906714)	(6, 0.10203682290580614)	(7, 0.10677531746956251)	(8, 0.10894161145160766)	(9, 0.11041644189998993)	(10, 0.11524377639876755)	(15, 0.12481485708307619)	(20, 0.13762028032785042)	(25, 0.15145370853501336)	(30, 0.16196964350361204)	(35, 0.1714356917524276)	(40, 0.1816229627249624)	(45, 0.19333561100546054)	(50, 0.20659223608770722)	(55, 0.2218569500460376)	(60, 0.23997767097948444)	(65, 0.26110779000738255)	(70, 0.28658253196593797)	(75, 0.3180110812939344)	(80, 0.3571936501722089)	(85, 0.40734729457288543)	(90, 0.47253020522232864)	(95, 0.559557674278597)	(100, 0.6788462935317185)	(105, 0.8429273078063158)	(110, 1.0699641074627546)	(115, 1.3831500424336511)	(120, 1.8112764726458284)	(125, 2.386129932978256)	(130, 3.1472732972527226)	(135, 4.129722410104462)	(140, 4.82434107436606)
81M_2 - polya	(1, 0.0004945277171133406)	(2, 0.0017527287672910877)	(3, 0.007994500064042433)	(4, 0.025649796017710527)	(5, 0.05394728468014292)	(6, 0.082780876398738)	(7, 0.11454881178392154)	(8, 0.1470366569873807)	(9, 0.1812980186276556)	(10, 0.2943374267865117)	(15, 0.49043145212910977)	(20, 0.6823136768084346)	(25, 0.8690851982307242)	(30, 1.0537619790176485)	(35, 1.2375853712661913)	(40, 1.4218291120742805)	(45, 1.6048759207528964)	(50, 1.7867028214567742)	(55, 1.9685124355723107)	(60, 2.1495898860854306)	(65, 2.3300170107687896)	(70, 2.510368862206712)	(75, 2.6909156801030174)	(80, 2.8689994873870104)	(85, 3.045115249410951)	(90, 3.22150497103747)	(95, 3.399397312944262)	(100, 3.5791408515266196)	(105, 3.7589859214632875)	(110, 3.93940494989641)	(115, 4.1202710226331005)	(120, 4.301900331067707)	(125, 4.481828551682473)	(130, 4.661036424843816)	(135, 4.840983682587516)	(140, 4.950448924493571)
81M_2 - polyg	(1, 0.06377985236531458)	(2, 0.06522842470482357)	(3, 0.06538269109445406)	(4, 0.06550304076012324)	(5, 0.06562010816218325)	(6, 0.06573826965211299)	(7, 0.06588159516304629)	(8, 0.06601288570741265)	(9, 0.06609931864912051)	(10, 0.06647021443695553)	(15, 0.0668634296173328)	(20, 0.06707765202222393)	(25, 0.067257082432858)	(30, 0.06749756294662239)	(35, 0.06789799910693983)	(40, 0.06851987865208857)	(45, 0.06942884685425174)	(50, 0.07068289037052457)	(55, 0.07220651713789634)	(60, 0.07395837063489165)	(65, 0.07578396565430606)	(70, 0.07779183571281581)	(75, 0.11912275553207205)	(80, 0.18046126022489392)	(85, 0.20000407657140257)	(90, 0.20885502861986166)	(95, 0.2186103537014311)	(100, 0.23099105203518017)	(105, 0.24547677543027008)	(110, 0.2590502483595876)	(115, 0.2728318168017258)	(120, 0.2875599900687456)	(125, 0.30392907632277105)	(130, 0.3223806494280212)	(135, 0.34364293427058146)	(140, 0.35763434876613204)
92M_1 - illumina_universal_adapter	(1, 0.07376408719944273)	(2, 0.07513774009265997)	(3, 0.08778500520716398)	(4, 0.08851690463933128)	(5, 0.09574897248885546)	(6, 0.10337059971356546)	(7, 0.1069388777369618)	(8, 0.1085711637139801)	(9, 0.10970120785191584)	(10, 0.1126841809628429)	(15, 0.11704338256616195)	(20, 0.12208082528550705)	(25, 0.12955778968990012)	(30, 0.13852495285016933)	(35, 0.1473004485051818)	(40, 0.1568632189746194)	(45, 0.1678148812990584)	(50, 0.18083689609349324)	(55, 0.1961132040656563)	(60, 0.21448860174487616)	(65, 0.2365842377988045)	(70, 0.2638909548831112)	(75, 0.29851172972400597)	(80, 0.3433301602309222)	(85, 0.4021246503932655)	(90, 0.4813947247285991)	(95, 0.5885872989842771)	(100, 0.7381302358376359)	(105, 0.9442766864886568)	(110, 1.2308140263825706)	(115, 1.6221713844256587)	(120, 2.1581409093352497)	(125, 2.8736985940050936)	(130, 3.8284319985101023)	(135, 5.053761071816709)	(140, 5.895217049015616)
92M_1 - polya	(1, 0.004648956510482082)	(2, 0.0071451413773752775)	(3, 0.009250693702759822)	(4, 0.01193790217511604)	(5, 0.014798963591770064)	(6, 0.01806675504477513)	(7, 0.021582447918352992)	(8, 0.02486204420090914)	(9, 0.027921641387285968)	(10, 0.036179012341638075)	(15, 0.04932766076216637)	(20, 0.06269094244725985)	(25, 0.07514010105857019)	(30, 0.08730250962842143)	(35, 0.0994337963749107)	(40, 0.11128541597767153)	(45, 0.12317524030152496)	(50, 0.13510069374729622)	(55, 0.14651231515769841)	(60, 0.1574214800957535)	(65, 0.168271191619524)	(70, 0.179604901154889)	(75, 0.19038957879949628)	(80, 0.20084114561749838)	(85, 0.2115622918157943)	(90, 0.22206150721852985)	(95, 0.23247658638155583)	(100, 0.24311402560667136)	(105, 0.2543966524250699)	(110, 0.2655135823632241)	(115, 0.2764661032207213)	(120, 0.28739458515258726)	(125, 0.29822841381477994)	(130, 0.3087478047443846)	(135, 0.3189606993721902)	(140, 0.3249397382231828)
92M_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0008478013950325127)	(4, 0.0011751171234944322)	(5, 0.0015367741742867826)	(6, 0.0018501387405519645)	(7, 0.002208576292375837)	(8, 0.002546623684066016)	(9, 0.0028449639218116342)	(10, 0.0038794962570158653)	(15, 0.005937829264196067)	(20, 0.008197702906802985)	(25, 0.010237792086495145)	(30, 0.012246330176296222)	(35, 0.014235551272286432)	(40, 0.016497356614274435)	(45, 0.023995569711859458)	(50, 0.03279381649291586)	(55, 0.036493664707490645)	(60, 0.039535661966173134)	(65, 0.048320816118091046)	(70, 0.08338480865031295)	(75, 0.12318640123128236)	(80, 0.13704419795793404)	(85, 0.14516291582337704)	(90, 0.15426529794032232)	(95, 0.1658033383435534)	(100, 0.1790487863664006)	(105, 0.1925784088315321)	(110, 0.20697901308426916)	(115, 0.22205979015241334)	(120, 0.23921628552216748)	(125, 0.2597384451135684)	(130, 0.2844633386584204)	(135, 0.31423812365196224)	(140, 0.3346239911203643)
92M_2 - illumina_universal_adapter	(1, 0.055117822340341585)	(2, 0.05650971906104686)	(3, 0.06909366736250414)	(4, 0.06980410346821492)	(5, 0.07698036666895215)	(6, 0.08456979890397738)	(7, 0.08815632075486175)	(8, 0.08980148472775397)	(9, 0.09099269934609078)	(10, 0.09494602944611708)	(15, 0.10344228722393026)	(20, 0.11506360533381262)	(25, 0.12776195316528316)	(30, 0.13714185609331123)	(35, 0.14548250475431462)	(40, 0.15486133451601986)	(45, 0.1658052700429345)	(50, 0.1787212560046741)	(55, 0.19384045242717543)	(60, 0.2119816852147547)	(65, 0.2338148247861198)	(70, 0.26087406971638283)	(75, 0.29515829959843937)	(80, 0.3393832691288329)	(85, 0.397047929786505)	(90, 0.47450607010237933)	(95, 0.5796201358240078)	(100, 0.7271201932652354)	(105, 0.9303467729851113)	(110, 1.2122379466009823)	(115, 1.5976995434997292)	(120, 2.126169996778677)	(125, 2.832299486035965)	(130, 3.776233617834376)	(135, 4.989727598299593)	(140, 5.823968463676877)
92M_2 - polya	(1, 0.0006310217978216677)	(2, 0.0019756992003226023)	(3, 0.007986503774470835)	(4, 0.02515179910807215)	(5, 0.052987587189532045)	(6, 0.08103478903658864)	(7, 0.11276724403622962)	(8, 0.14718261484293552)	(9, 0.18270763962744344)	(10, 0.303840429783366)	(15, 0.5102908011370111)	(20, 0.7088070392327392)	(25, 0.9005387198355617)	(30, 1.0901290043578171)	(35, 1.2785484644218694)	(40, 1.4659147190567006)	(45, 1.6507425060715188)	(50, 1.8339762118304115)	(55, 2.0173303268507254)	(60, 2.199848874572087)	(65, 2.381133495655463)	(70, 2.5604376956066965)	(75, 2.7390855470348887)	(80, 2.9163419310089056)	(85, 3.092068623706367)	(90, 3.2692159739819844)	(95, 3.447539514547419)	(100, 3.6273755757282444)	(105, 3.807907477952791)	(110, 3.98861774042019)	(115, 4.170996776519584)	(120, 4.35291563889975)	(125, 4.533820144471582)	(130, 4.714381451453374)	(135, 4.895279518027268)	(140, 5.005615825709032)
92M_2 - polyg	(1, 0.05764942169588804)	(2, 0.0590531232461444)	(3, 0.05926882967703242)	(4, 0.05944053628868457)	(5, 0.05956395041580956)	(6, 0.059692730374548676)	(7, 0.05985477848929539)	(8, 0.060003948608168205)	(9, 0.0601112652404508)	(10, 0.06045210286458034)	(15, 0.06085282316952354)	(20, 0.06110308555600656)	(25, 0.06129410916146958)	(30, 0.06155939587647217)	(35, 0.062012915964498413)	(40, 0.06269781071172595)	(45, 0.06361536791774214)	(50, 0.06483813362597006)	(55, 0.06633176651407924)	(60, 0.06795439399419209)	(65, 0.0697826401417584)	(70, 0.07189076806631774)	(75, 0.11080506673157464)	(80, 0.1603733313833186)	(85, 0.17531781632846385)	(90, 0.1829750726750917)	(95, 0.19184135820101525)	(100, 0.2038075919670539)	(105, 0.2177246274747256)	(110, 0.22999327951053655)	(115, 0.24295927502291986)	(120, 0.25679453525679224)	(125, 0.27275015751130416)	(130, 0.2909298096532405)	(135, 0.31210896166747554)	(140, 0.32626402546555)
93M_1 - illumina_universal_adapter	(1, 0.0868785005098385)	(2, 0.08853047604518793)	(3, 0.10712985368891184)	(4, 0.10819462898469226)	(5, 0.1180847742396883)	(6, 0.12853715558358778)	(7, 0.13338345700627843)	(8, 0.1356117788026466)	(9, 0.13711831102542257)	(10, 0.14131098585981663)	(15, 0.1473688083682872)	(20, 0.15411672683298325)	(25, 0.16360853107518478)	(30, 0.17492814530524997)	(35, 0.18597944918555273)	(40, 0.19784523561626693)	(45, 0.21111530979181364)	(50, 0.22629438171477992)	(55, 0.24395228525905432)	(60, 0.26470769720200166)	(65, 0.2893401502831016)	(70, 0.3189597894284745)	(75, 0.35568010134142697)	(80, 0.4018043002703237)	(85, 0.4609537076186735)	(90, 0.5391151608752279)	(95, 0.6432653803725226)	(100, 0.7846714470844395)	(105, 0.9766475023394394)	(110, 1.2391568347258717)	(115, 1.595819221126097)	(120, 2.0776407879054988)	(125, 2.7142500744718605)	(130, 3.5456376964753273)	(135, 4.601239643744203)	(140, 5.337346266282935)
93M_1 - polya	(1, 0.007745399093464857)	(2, 0.009965037706992834)	(3, 0.012398499697960912)	(4, 0.015710048553644947)	(5, 0.01923107919534898)	(6, 0.023048423451475092)	(7, 0.027317293215291975)	(8, 0.0308252990827357)	(9, 0.03408583423923352)	(10, 0.04296873028476552)	(15, 0.057592729744671556)	(20, 0.07141527142842645)	(25, 0.08425357433724386)	(30, 0.09663687846523442)	(35, 0.1094371924491259)	(40, 0.12231587215815028)	(45, 0.13560396393809043)	(50, 0.14890290969658082)	(55, 0.16163332405860867)	(60, 0.1743646067389205)	(65, 0.1877692702484904)	(70, 0.20134998529014556)	(75, 0.2129628740206387)	(80, 0.22422127181168044)	(85, 0.23538024715920178)	(90, 0.24638292521559935)	(95, 0.25754537383625675)	(100, 0.26888539354599644)	(105, 0.2809973482102305)	(110, 0.2930778263366688)	(115, 0.3045420155610234)	(120, 0.3156755925987372)	(125, 0.32680678176116984)	(130, 0.3379242949106291)	(135, 0.3485342760230784)	(140, 0.35478399687231754)
93M_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0008075360041392732)	(4, 0.001175485876993055)	(5, 0.001506532222775956)	(6, 0.0018158706114583389)	(7, 0.0021393191722560586)	(8, 0.002416095625287664)	(9, 0.002704811454724555)	(10, 0.003805404879720823)	(15, 0.005871568236548135)	(20, 0.008020438909928422)	(25, 0.009997165483501599)	(30, 0.012057033532769762)	(35, 0.01409367406794037)	(40, 0.016361938505373506)	(45, 0.023630847940481987)	(50, 0.03387374749836146)	(55, 0.03809116940385011)	(60, 0.04156900121092412)	(65, 0.05409470953749407)	(70, 0.09868003138753519)	(75, 0.14644339815709212)	(80, 0.1633988322095938)	(85, 0.17355012418850907)	(90, 0.184859969837879)	(95, 0.19897839097691394)	(100, 0.21490747281770317)	(105, 0.23141745959050217)	(110, 0.2488901942607092)	(115, 0.2670610568312689)	(120, 0.28709164008662996)	(125, 0.31085968231598715)	(130, 0.3391575239535095)	(135, 0.37308706090161936)	(140, 0.39582397516870205)
93M_2 - illumina_universal_adapter	(1, 0.06488833996701368)	(2, 0.06653923010450807)	(3, 0.08502681176916431)	(4, 0.0860948432585098)	(5, 0.09590575447008896)	(6, 0.10632448848048262)	(7, 0.11118055848386851)	(8, 0.11343927142017743)	(9, 0.1150217814928052)	(10, 0.12037474663422194)	(15, 0.1311742382121587)	(20, 0.14495900805055872)	(25, 0.1597987846040439)	(30, 0.17158316619563113)	(35, 0.1822411218932725)	(40, 0.1939692798759694)	(45, 0.20729709721740353)	(50, 0.22238651527754466)	(55, 0.23996431646011818)	(60, 0.2606235621531102)	(65, 0.28505521663103034)	(70, 0.314497718846463)	(75, 0.3510658579801408)	(80, 0.39692131240013323)	(85, 0.45517656899551256)	(90, 0.531785469160238)	(95, 0.6342578806532335)	(100, 0.7740588610171383)	(105, 0.9641222281720114)	(110, 1.223126376725423)	(115, 1.5753683718212699)	(120, 2.051790952590202)	(125, 2.6826673847658875)	(130, 3.508529246289418)	(135, 4.559099506181965)	(140, 5.292951323216665)
93M_2 - polya	(1, 0.0005676630781785483)	(2, 0.001850603342819168)	(3, 0.008008065374381127)	(4, 0.026757227922098607)	(5, 0.05750980534854757)	(6, 0.08839588671116472)	(7, 0.12185327559233824)	(8, 0.15710048553644948)	(9, 0.19422651916761055)	(10, 0.3141677578985352)	(15, 0.5182080103121478)	(20, 0.7131619631221968)	(25, 0.9008470064971373)	(30, 1.085861754069143)	(35, 1.270313831393103)	(40, 1.4548644628422998)	(45, 1.638024482559637)	(50, 1.8201529401555583)	(55, 2.002125534619497)	(60, 2.1837523213268253)	(65, 2.3647354671061227)	(70, 2.5457902491438515)	(75, 2.727433750978147)	(80, 2.9077526332701686)	(85, 3.085716202216784)	(90, 3.264583690497065)	(95, 3.443691051703307)	(100, 3.6237655023983764)	(105, 3.804458629870811)	(110, 3.985085113914947)	(115, 4.165613912152131)	(120, 4.345905225338635)	(125, 4.524324010145648)	(130, 4.702777310604451)	(135, 4.880545507937162)	(140, 4.988517847441145)
93M_2 - polyg	(1, 0.06228447051280653)	(2, 0.06370851249860052)	(3, 0.06388977394038985)	(4, 0.06406452299504901)	(5, 0.06416546499556643)	(6, 0.06428811495318434)	(7, 0.06442270428720756)	(8, 0.06458877015902652)	(9, 0.06470056613809419)	(10, 0.06505549123668766)	(15, 0.06540607474386104)	(20, 0.06555998415970371)	(25, 0.06569696136900798)	(30, 0.06589580625604871)	(35, 0.06621491322542632)	(40, 0.06667881226866441)	(45, 0.06734025372151718)	(50, 0.06823983146376267)	(55, 0.06935757417486835)	(60, 0.07059188861560381)	(65, 0.07194016983111698)	(70, 0.07347492239812362)	(75, 0.11485267650699216)	(80, 0.17935591731504266)	(85, 0.1998803565944405)	(90, 0.2093573994258137)	(95, 0.21943531850972922)	(100, 0.2329478705660887)	(105, 0.24933368782427276)	(110, 0.26399654452738874)	(115, 0.27911787328446763)	(120, 0.2953170021115873)	(125, 0.31336065605353786)	(130, 0.333895080993202)	(135, 0.35764684225473387)	(140, 0.3735602943664107)
94M_1 - illumina_universal_adapter	(1, 0.14301914692861742)	(2, 0.1455340936189167)	(3, 0.16481535157787786)	(4, 0.16576774503945604)	(5, 0.1727202173089767)	(6, 0.17987991365035721)	(7, 0.18364448428914476)	(8, 0.1858444085267682)	(9, 0.1870814734405983)	(10, 0.19106666445488113)	(15, 0.19712849184989295)	(20, 0.20456846398139503)	(25, 0.21716810618496346)	(30, 0.23239488912177758)	(35, 0.24487710435129212)	(40, 0.25724000875155395)	(45, 0.2710591332204311)	(50, 0.28777688288841474)	(55, 0.30844549554261547)	(60, 0.3337121801024178)	(65, 0.3650293889260398)	(70, 0.40452755292599607)	(75, 0.4540480359004192)	(80, 0.5180484578839837)	(85, 0.5999982522010101)	(90, 0.7073840687284799)	(95, 0.8482748779170255)	(100, 1.0346946995483823)	(105, 1.2822156900124644)	(110, 1.6103566823405164)	(115, 2.043714755227816)	(120, 2.6171029247950877)	(125, 3.3587476214365766)	(130, 4.309787637713085)	(135, 5.4969772758396775)	(140, 6.317616207308636)
94M_1 - polya	(1, 0.006077526188334551)	(2, 0.008599798982184433)	(3, 0.010855192289548125)	(4, 0.013587828913922417)	(5, 0.01713994254974254)	(6, 0.020772643324619283)	(7, 0.024925497451588716)	(8, 0.02836562636170679)	(9, 0.0318371528584703)	(10, 0.04165936454738364)	(15, 0.05760243109420223)	(20, 0.07275197596786856)	(25, 0.08672452997681969)	(30, 0.10003229241786485)	(35, 0.11323037262289526)	(40, 0.12652452944306072)	(45, 0.14012952237101597)	(50, 0.15371190903658652)	(55, 0.16610348989931786)	(60, 0.1783056386559551)	(65, 0.19091637467347164)	(70, 0.20355474056723616)	(75, 0.21399255427164426)	(80, 0.22408708769539568)	(85, 0.23410333646977782)	(90, 0.24416877479657112)	(95, 0.25452076843081506)	(100, 0.26520432058003485)	(105, 0.27719589618890333)	(110, 0.28983991364826406)	(115, 0.3020345269841064)	(120, 0.31412092330464414)	(125, 0.3258755517929618)	(130, 0.337518614190066)	(135, 0.3484284382803772)	(140, 0.35514333547761406)
94M_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0008456416669836951)	(4, 0.0011857821889758992)	(5, 0.0015301090558541611)	(6, 0.0018712961640678797)	(7, 0.0022438808589270325)	(8, 0.0026206518986722433)	(9, 0.002949279972227788)	(10, 0.00402098426305861)	(15, 0.0062144196661086445)	(20, 0.00855772621607955)	(25, 0.0105569152164165)	(30, 0.012535381809567462)	(35, 0.014606366624700304)	(40, 0.016961604257596474)	(45, 0.02175141075897962)	(50, 0.026651318130866082)	(55, 0.02928306384348638)	(60, 0.0321191031865463)	(65, 0.04467583535503265)	(70, 0.11819160994736247)	(75, 0.1823954882923894)	(80, 0.197357275597916)	(85, 0.2073140782749161)	(90, 0.2205458585562793)	(95, 0.23964417324371973)	(100, 0.2616528348959476)	(105, 0.2817179859348231)	(110, 0.30063712506114026)	(115, 0.3187169020378028)	(120, 0.3390560493494708)	(125, 0.3637498326116162)	(130, 0.3934814633096437)	(135, 0.42963704023532695)	(140, 0.45439947955360377)
