Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64
80M_R1 - polyg	(1, 0.0014863849749716727)	(2, 0.0018185076250569181)	(3, 0.0021201403269376167)	(4, 0.0024707747312899086)	(5, 0.002806164161539927)	(6, 0.0031328421780172176)	(7, 0.003476943022039964)	(8, 0.003861334154761576)	(9, 0.004213057485835459)	(10, 0.004733564458755942)	(12, 0.005499079944034394)	(14, 0.006260784185787276)	(16, 0.007038822328364024)	(18, 0.007819038324383952)	(20, 0.008642266925906725)	(22, 0.009536820227693706)	(24, 0.010421573188986368)	(26, 0.012470933279020572)	(28, 0.015186172059307654)	(30, 0.016736803710853194)	(32, 0.018184531787208386)	(34, 0.019167288153444234)	(36, 0.02009886496376531)	(38, 0.02106365403909491)	(40, 0.022078533743617693)	(42, 0.023120092152819453)	(44, 0.024295588548776906)	(46, 0.029854014999138007)	(48, 0.037603362013340136)	(50, 0.05515359398522178)	(52, 0.09506656957505637)	(54, 0.12259953726712322)	(56, 0.13738443982952458)	(58, 0.14694739429853648)	(60, 0.1516003781798947)	(62, 0.15479038901079545)	(64, 0.15753502881256548)	(66, 0.15981524136757697)	(68, 0.161258069273685)	(70, 0.16208020894848618)	(72, 0.16290071523320498)	(74, 0.16368800925291527)	(76, 0.16441432337621642)	(78, 0.16519345044551476)	(80, 0.1659758442949779)	(82, 0.16672557034279326)	(84, 0.16740070491017967)	(86, 0.16802792670181604)	(88, 0.16863445888574224)	(90, 0.1693221161104269)	(92, 0.16992211473402355)	(94, 0.1704943457262196)	(96, 0.17105078728095258)	(98, 0.17156203837673956)	(100, 0.17215278112320265)	(102, 0.1727228342619555)	(104, 0.17330214327784194)	(106, 0.17382319471412322)	(108, 0.1743878032192681)	(110, 0.17495295618777382)	(112, 0.17549633062184772)	(114, 0.17601574866804662)	(116, 0.17652754422719436)	(118, 0.1770426065665069)	(120, 0.17745912103751543)
80M_R2 - illumina_universal_adapter	(1, 0.0012446432427784776)	(2, 0.002588378817221733)	(3, 0.0039342922451081706)	(4, 0.005310695621199155)	(5, 0.0064725804331367195)	(6, 0.007427569167971999)	(7, 0.008243175282443635)	(8, 0.008874752780966397)	(9, 0.009274388887790282)	(10, 0.009750249865125536)	(12, 0.010101973196199418)	(14, 0.010263134350994883)	(16, 0.01314171213952061)	(18, 0.01706620404413446)	(20, 0.021117555911813662)	(22, 0.025456384433992875)	(24, 0.030136047020030067)	(26, 0.035163077230254774)	(28, 0.04034582396166699)	(30, 0.04586940475693718)	(32, 0.05165596135547159)	(34, 0.057739794949000334)	(36, 0.06444431677383594)	(38, 0.07156807538648405)	(40, 0.07901742308888787)	(42, 0.08696386583969797)	(44, 0.09543408234359332)	(46, 0.10468941501375575)	(48, 0.11449356675160005)	(50, 0.12528210824576258)	(52, 0.12817810886183376)	(54, 0.12824834463537638)	(56, 0.12832674735933092)	(58, 0.12841168364361502)	(60, 0.1285358212898764)	(62, 0.12867084820335367)	(64, 0.12884888772233377)	(66, 0.12901004887712925)	(68, 0.12919897766332528)	(70, 0.12942111871452983)	(72, 0.1296421708390128)	(74, 0.12991766929957532)	(76, 0.13017683385931397)	(78, 0.13044634322290774)	(80, 0.13071149687961514)	(82, 0.1310185742151038)	(84, 0.13131639567345893)	(86, 0.13165505188387372)	(88, 0.13203672069979133)	(90, 0.13246249104793342)	(92, 0.132921473661084)	(94, 0.13345395882794198)	(96, 0.13409098096007271)	(98, 0.1347454259197489)	(100, 0.13550114106453304)	(102, 0.13637663814869216)	(104, 0.13742091887469787)	(106, 0.1385523137384309)	(108, 0.13977898969030317)	(110, 0.141145048262539)	(112, 0.1427474039333601)	(114, 0.1444510297892892)	(116, 0.1463914972071643)	(118, 0.14848169204925815)	(120, 0.150119437838531)
80M_R2 - polya	(1, 0.10652752331980131)	(2, 0.14185339509493394)	(3, 0.17701266108166314)	(4, 0.21292110865284694)	(5, 0.2485311903023148)	(6, 0.2835652297160611)	(7, 0.3183346599364607)	(8, 0.35338176647086605)	(9, 0.388472430074135)	(10, 0.4411792057159419)	(12, 0.5114650698877525)	(14, 0.5826857776500491)	(16, 0.653194871799786)	(18, 0.724885451442449)	(20, 0.7968803861037967)	(22, 0.8683831258869852)	(24, 0.9397747951445716)	(26, 1.0118965897689847)	(28, 1.0835670242672983)	(30, 1.1557764774927994)	(32, 1.227675586602647)	(34, 1.3001104476595176)	(36, 1.3730244364738882)	(38, 1.4456634712910568)	(40, 1.517810855693427)	(42, 1.5899081494666045)	(44, 1.6613820326916708)	(46, 1.7329931206836577)	(48, 1.8053746243311704)	(50, 1.8776853477417794)	(52, 1.9493018803673743)	(54, 2.0220345628825998)	(56, 2.0945407486397345)	(58, 2.166430057409088)	(60, 2.2382491304048986)	(62, 2.3087239233629053)	(64, 2.378566594359029)	(66, 2.4488366690933763)	(68, 2.5187076521842604)	(70, 2.5887833534988043)	(72, 2.6595107774562203)	(74, 2.7308202327463262)	(76, 2.801684317007302)	(78, 2.873537146731482)	(80, 2.9455930612892387)	(82, 3.0177262896442283)	(84, 3.089610153779974)	(86, 3.1606255988552503)	(88, 3.232237775773959)	(90, 3.3030506804790196)	(92, 3.373542351801211)	(94, 3.444011155662249)	(96, 3.5143313210257903)	(98, 3.584954208017933)	(100, 3.655116479006843)	(102, 3.724813233822273)	(104, 3.7949956499555326)	(106, 3.864330881099394)	(108, 3.933820739837722)	(110, 4.003106424815751)	(112, 4.072806990874707)	(114, 4.141689772965748)	(116, 4.210853498150959)	(118, 4.280285643773042)	(120, 4.333782435751363)
80M_R2 - polyg	(1, 0.03222787525220632)	(2, 0.0322779658813995)	(3, 0.03231063368304723)	(4, 0.032372702506177915)	(5, 0.032417348501763144)	(6, 0.03246961698439951)	(7, 0.032528419027365425)	(8, 0.0325795985832802)	(9, 0.032637311699524524)	(10, 0.0327854057336609)	(12, 0.03294656688845636)	(14, 0.03305709295069784)	(16, 0.03318068613359841)	(18, 0.03330210146305581)	(20, 0.03345672905752173)	(22, 0.033621701455842756)	(24, 0.03383458662991379)	(26, 0.03406816141169505)	(28, 0.03432460365462973)	(30, 0.03457777911739963)	(32, 0.034881045209362714)	(34, 0.03522895729691103)	(36, 0.03559973684561275)	(38, 0.03598358351497357)	(40, 0.03639900905926052)	(42, 0.036780677875178164)	(44, 0.03722495997758728)	(46, 0.03769700971139696)	(48, 0.038166881591763464)	(50, 0.03867105466386008)	(52, 0.039214973561294775)	(54, 0.04036596910601642)	(56, 0.07781524798825144)	(58, 0.1234690452543136)	(60, 0.14219695147559588)	(62, 0.15750998349796888)	(64, 0.16460270769905166)	(66, 0.16866494883394678)	(68, 0.17186312661525946)	(70, 0.17486801990348974)	(72, 0.17709650843922564)	(74, 0.17823171454648423)	(76, 0.17914260174909508)	(78, 0.17999359798201842)	(80, 0.18095294242374008)	(82, 0.1819160981089873)	(84, 0.1829287999600669)	(86, 0.18389467796211806)	(88, 0.1849297028109903)	(90, 0.18629793923666932)	(92, 0.19010754937215535)	(94, 0.1950550879317039)	(96, 0.20018502171711897)	(98, 0.20550442875209085)	(100, 0.21133889812637524)	(102, 0.21750058998049776)	(104, 0.22366663754150662)	(106, 0.23040164931454676)	(108, 0.23726678783081703)	(110, 0.24455606330514695)	(112, 0.2524518709634031)	(114, 0.26061501013180977)	(116, 0.26921916462246087)	(118, 0.2784195064931829)	(120, 0.2855525209829646)
81M_R1 - polya	(1, 0.012906923928181631)	(2, 0.01564080490406531)	(3, 0.01831390841282142)	(4, 0.02079141898191245)	(5, 0.023050130669344235)	(6, 0.025462443591880237)	(7, 0.027894647321839806)	(8, 0.030279334122954187)	(9, 0.032767895140613866)	(10, 0.036336084983430515)	(12, 0.041226460997485975)	(14, 0.046537306579578525)	(16, 0.05174759307969637)	(18, 0.05647939515679172)	(20, 0.061326121899001024)	(22, 0.06640711815086567)	(24, 0.07149308710458621)	(26, 0.07644755572033984)	(28, 0.08144125342851216)	(30, 0.0865559535485112)	(32, 0.09130488382088797)	(34, 0.096153820652811)	(36, 0.10104695927900861)	(38, 0.10585058927180019)	(40, 0.11050448568648658)	(42, 0.11542248782196365)	(44, 0.12016478782519924)	(46, 0.12489216972286712)	(48, 0.12986431905633058)	(50, 0.13487790757192647)	(52, 0.1393091374479546)	(54, 0.14359450140287655)	(56, 0.14783676860838077)	(58, 0.15217241210429006)	(60, 0.1563859481435158)	(62, 0.16058732868931602)	(64, 0.16465665637472088)	(66, 0.1687950493636798)	(68, 0.17289918596207593)	(70, 0.17694530770548664)	(72, 0.181251667512689)	(74, 0.18565637631215237)	(76, 0.1897290191321278)	(78, 0.19389945842193584)	(80, 0.19851965096848784)	(82, 0.20290115382595703)	(84, 0.2075832288844935)	(86, 0.2123061906027339)	(88, 0.21678051722817976)	(90, 0.22120622187992353)	(92, 0.22554573303283185)	(94, 0.2297471135786321)	(96, 0.234049053206407)	(98, 0.23840016733031238)	(100, 0.2427557016336453)	(102, 0.24702559496057114)	(104, 0.251204874609234)	(106, 0.25532724444776844)	(108, 0.2595352552627098)	(110, 0.2638023859774935)	(112, 0.26804078552599875)	(114, 0.2721421595122526)	(116, 0.27625071629007625)	(118, 0.28026921191206533)	(120, 0.28340643426070466)
81M_R1 - polyg	(1, 0.0014365583139243254)	(2, 0.0017426557392758932)	(3, 0.0020929549589020556)	(4, 0.0024587248065243263)	(5, 0.0027703474561602184)	(6, 0.0031239618103569753)	(7, 0.003416798697426165)	(8, 0.003754942423626814)	(9, 0.004087560925543138)	(10, 0.004624612725979463)	(12, 0.005319685940947463)	(14, 0.005998183483062492)	(16, 0.006684416339175573)	(18, 0.00744247711098487)	(20, 0.008193355091224546)	(22, 0.008988434865738817)	(24, 0.00979069743182271)	(26, 0.010963702547384765)	(28, 0.012247212148633307)	(30, 0.013243410087096983)	(32, 0.014156729661295796)	(34, 0.015017559604793524)	(36, 0.015782803168172446)	(38, 0.01667181175552023)	(40, 0.017581816195148446)	(42, 0.018528287115053204)	(44, 0.019490228662954072)	(46, 0.02232466872081245)	(48, 0.026491792876049858)	(50, 0.04081372674344695)	(52, 0.07937923972560233)	(54, 0.10598540474433771)	(56, 0.12178920376479059)	(58, 0.1328153413465882)	(60, 0.13776980996234184)	(62, 0.1410501356199452)	(64, 0.14388899585723103)	(66, 0.14632396219933275)	(68, 0.14788649562693967)	(70, 0.1487931849319973)	(72, 0.14960152524479395)	(74, 0.1503535082698905)	(76, 0.1511010711155596)	(78, 0.1518049846893825)	(80, 0.1525359718621986)	(82, 0.15327137921444217)	(84, 0.15398192305740627)	(86, 0.1546670508686625)	(88, 0.1553212374239265)	(90, 0.1559748714567621)	(92, 0.1565920390093211)	(94, 0.15718434305260065)	(96, 0.1577678067370253)	(98, 0.15831480394117342)	(100, 0.15888887474431473)	(102, 0.15948725653430704)	(104, 0.16005469706830716)	(106, 0.16067462723300835)	(108, 0.1612326748857251)	(110, 0.1618222163168625)	(112, 0.16237363370043806)	(114, 0.16292615612887051)	(116, 0.1634267414490303)	(118, 0.16387317957120368)	(120, 0.16424834230010932)
81M_R2 - illumina_universal_adapter	(1, 0.0013150033796691903)	(2, 0.002729460796456218)	(3, 0.0041947502766590304)	(4, 0.005654514532577518)	(5, 0.006906530355405411)	(6, 0.00793753720686033)	(7, 0.008763005714938385)	(8, 0.009399511552492548)	(9, 0.009914462455791575)	(10, 0.010389079221815036)	(12, 0.0107581642040079)	(14, 0.010945469307246495)	(16, 0.013784329544532336)	(18, 0.017684032844408448)	(20, 0.02168650531597299)	(22, 0.025975184405465535)	(24, 0.030429067701059378)	(26, 0.035274689398411815)	(28, 0.040315904035429326)	(30, 0.04556155197096685)	(32, 0.051112192286999064)	(34, 0.056893234455687614)	(36, 0.06316712663053789)	(38, 0.06996259997782839)	(40, 0.07722661234442957)	(42, 0.08478456664295683)	(44, 0.09292985228290775)	(46, 0.10159561405044203)	(48, 0.11095921164508646)	(50, 0.12105655902468918)	(52, 0.12373463523530118)	(54, 0.1237843622538601)	(56, 0.12384348215370236)	(58, 0.12390702223297209)	(60, 0.12400537122523307)	(62, 0.12411256057634897)	(64, 0.1242324579433188)	(66, 0.12438108647656712)	(68, 0.1245391078910988)	(70, 0.12470541714205696)	(72, 0.1249087453957201)	(74, 0.12514301490537544)	(76, 0.12536844405617587)	(78, 0.1255999509536891)	(80, 0.12583477298577286)	(82, 0.12608175051128215)	(84, 0.12634254109750226)	(86, 0.1266431132985695)	(88, 0.1269840196369123)	(90, 0.1273282411098257)	(92, 0.12772274212372647)	(94, 0.12817360042532736)	(96, 0.1286647928642038)	(98, 0.1292289182636333)	(100, 0.12988973508803847)	(102, 0.13062790505242422)	(104, 0.1314472958137895)	(106, 0.13237498097112757)	(108, 0.13345460979628454)	(110, 0.13466187130240942)	(112, 0.13598460999607664)	(114, 0.13752780513868845)	(116, 0.13921299854540736)	(118, 0.14100538130324217)	(120, 0.14254968149071082)
81M_R2 - polya	(1, 0.10810211816766235)	(2, 0.14386689496009375)	(3, 0.17994218935730413)	(4, 0.21528594405927)	(5, 0.2507799848617695)	(6, 0.28619777756914533)	(7, 0.3219979157969964)	(8, 0.35782568014626903)	(9, 0.3932489980779292)	(10, 0.446844778680732)	(12, 0.5177908685811702)	(14, 0.5894486073694292)	(16, 0.6610450161681323)	(18, 0.733212180635406)	(20, 0.8054594608548027)	(22, 0.8783255661940434)	(24, 0.9514347814017945)	(26, 1.0236212841540633)	(28, 1.0963089247489206)	(30, 1.1686307954961555)	(32, 1.241564308571665)	(34, 1.3145856727132954)	(36, 1.387240714484875)	(38, 1.459698505749504)	(40, 1.5326198633315882)	(42, 1.6052467264593178)	(44, 1.6780647623472849)	(46, 1.7506015643191801)	(48, 1.8227770166228803)	(50, 1.8951348013279632)	(52, 1.9679716229784971)	(54, 2.0409217117268597)	(56, 2.1129700838720207)	(58, 2.18499082989576)	(60, 2.2563363935119547)	(62, 2.327141037670714)	(64, 2.3977799251009437)	(66, 2.4684088671274615)	(68, 2.5394522009753038)	(70, 2.610454648163442)	(72, 2.681234428812922)	(74, 2.7527330411417923)	(76, 2.824865396696075)	(78, 2.897255227702007)	(80, 2.9697831893150473)	(82, 3.0425128216144652)	(84, 3.11451754448778)	(86, 3.1861625752601848)	(88, 3.257809816122304)	(90, 3.330084169940694)	(92, 3.402156300550277)	(94, 3.4737394488106976)	(96, 3.546170718998762)	(98, 3.6181793095290757)	(100, 3.6906238402554226)	(102, 3.762877198221532)	(104, 3.834524439083651)	(106, 3.905723584256311)	(108, 3.976838193497421)	(110, 4.048109166585777)	(112, 4.1191442125971935)	(114, 4.19080968669945)	(116, 4.262359131091737)	(118, 4.333778732713341)	(120, 4.388858036036485)
81M_R2 - polyg	(1, 0.03132691664726208)	(2, 0.03136117303782489)	(3, 0.031387694114389644)	(4, 0.031448471581517215)	(5, 0.03148714815150749)	(6, 0.03154350543920759)	(7, 0.03158439209891159)	(8, 0.031633014072613645)	(9, 0.03168384613602943)	(10, 0.031830817101992454)	(12, 0.031975577978241757)	(14, 0.03206508661164781)	(16, 0.03216012046933819)	(18, 0.03226786234288251)	(20, 0.0323971525911357)	(22, 0.032548543736526186)	(24, 0.032707117673486295)	(26, 0.032917076196290626)	(28, 0.03313090237609397)	(30, 0.03339445557445624)	(32, 0.033707183268949004)	(34, 0.03402985636715354)	(36, 0.03439065351291992)	(38, 0.034764158674540246)	(40, 0.03517136770429495)	(42, 0.03556476367333884)	(44, 0.03596368486666705)	(46, 0.03639244227113062)	(48, 0.036869821649296246)	(50, 0.037406320927304136)	(52, 0.03793397984645711)	(54, 0.038839011584229435)	(56, 0.06666625116980049)	(58, 0.10842423874343846)	(60, 0.12610495645327632)	(62, 0.1423640339547575)	(64, 0.15020929991606963)	(66, 0.1544372015384346)	(68, 0.1575512179450798)	(70, 0.1604237820505)	(72, 0.16273277327891916)	(74, 0.1639427973971862)	(76, 0.1649207620955116)	(78, 0.16587220571727224)	(80, 0.16681646654746327)	(82, 0.16772868107680522)	(84, 0.16868288731070802)	(86, 0.16968682056316975)	(88, 0.17069185886048838)	(90, 0.1719786835963075)	(92, 0.1755872075763997)	(94, 0.1804256464821825)	(96, 0.18545028544634706)	(98, 0.19068875059031495)	(100, 0.1961443570486568)	(102, 0.202038666315174)	(104, 0.20804016493280708)	(106, 0.2144035657410634)	(108, 0.22110234766337822)	(110, 0.2280232436019229)	(112, 0.23557125249673835)	(114, 0.2434579576401829)	(116, 0.2518115442356529)	(118, 0.2605612894123088)	(120, 0.2674263805855818)
92M_R1 - polya	(1, 0.01030857726606932)	(2, 0.013053919861152835)	(3, 0.015555496835125937)	(4, 0.017863144714971198)	(5, 0.020244463982529826)	(6, 0.02246760644705681)	(7, 0.024785004951746487)	(8, 0.027121904706124998)	(9, 0.02940571772523946)	(10, 0.03297065450863422)	(12, 0.03778096276521307)	(14, 0.042443928246365184)	(16, 0.04722931823945274)	(18, 0.0517590251810645)	(20, 0.05640194771114753)	(22, 0.061063829789539156)	(24, 0.06568075065337041)	(26, 0.07035346675936693)	(28, 0.0750386419971091)	(30, 0.07970431598516245)	(32, 0.08443282733332425)	(34, 0.08902970524608643)	(36, 0.09338715114878016)	(38, 0.09765413292097291)	(40, 0.10196065889392357)	(42, 0.1063002286510692)	(44, 0.11056450191636072)	(46, 0.11476485441878329)	(48, 0.11910821608559063)	(50, 0.12374084628944901)	(52, 0.12813404448323895)	(54, 0.13231218722907145)	(56, 0.13660246216061472)	(58, 0.14079035553129166)	(60, 0.1448016542520086)	(62, 0.14894458640812516)	(64, 0.1530945606821849)	(66, 0.15740000325237508)	(68, 0.16161389828930378)	(70, 0.16562736381554172)	(72, 0.16984017544970992)	(74, 0.1739430217036883)	(76, 0.17804695136042722)	(78, 0.18216875716271422)	(80, 0.18632685695747764)	(82, 0.19081160268452904)	(84, 0.1953521436537457)	(86, 0.19980817920764407)	(88, 0.2042669232684437)	(90, 0.20855665649860672)	(92, 0.21283122209012292)	(94, 0.21711174639682182)	(96, 0.22121892626184217)	(98, 0.2253710673414229)	(100, 0.22951995821272217)	(102, 0.23375768811038167)	(104, 0.23804254602812253)	(106, 0.24208472172751344)	(108, 0.2461919015925338)	(110, 0.25021999305603837)	(112, 0.25422154115191087)	(114, 0.25810554004827013)	(116, 0.2620187908191627)	(118, 0.26579174093257163)	(120, 0.2686156302277907)
92M_R1 - polyg	(1, 0.0015535995585437103)	(2, 0.0018656195535650412)	(3, 0.0022079748258801127)	(4, 0.0025167446126199717)	(5, 0.0028439322462881726)	(6, 0.0031884543241242256)	(7, 0.003528642790918316)	(8, 0.0038980831322456555)	(9, 0.004228520974195329)	(10, 0.00476968065306045)	(12, 0.00540563807346851)	(14, 0.00604051209111608)	(16, 0.006749599197857264)	(18, 0.007487396477751452)	(20, 0.008286406013613367)	(22, 0.009119001035050495)	(24, 0.010066436749099641)	(26, 0.014652480634256913)	(28, 0.02035172085581841)	(30, 0.02282783786491998)	(32, 0.02541608705973234)	(34, 0.02667987637984478)	(36, 0.027769779556898452)	(38, 0.028861849539473114)	(40, 0.02990950000886765)	(42, 0.031029196761834823)	(44, 0.03221064747214997)	(46, 0.03645704459189339)	(48, 0.043663298053297495)	(50, 0.05416905462177614)	(52, 0.07810304670515715)	(54, 0.097234856052663)	(56, 0.10783270185578334)	(58, 0.11515921302360191)	(60, 0.11911905011319554)	(62, 0.12179722173712865)	(64, 0.12399544593816433)	(66, 0.12590981861595146)	(68, 0.1272418623099748)	(70, 0.12810479260870566)	(72, 0.12893630422738234)	(74, 0.1296838521321209)	(76, 0.1304286915299583)	(78, 0.13118978196920306)	(80, 0.13191837032563306)	(82, 0.1326854194800605)	(84, 0.13333058582393273)	(86, 0.13395029220293342)	(88, 0.13460683427579082)	(90, 0.1351907883636953)	(92, 0.1358018275206121)	(94, 0.13637657268505243)	(96, 0.13690202302389043)	(98, 0.13741122232132108)	(100, 0.1379117543966678)	(102, 0.13844966386725144)	(104, 0.13899569885853877)	(106, 0.1395081483642509)	(108, 0.14002113957134324)	(110, 0.1405281720632529)	(112, 0.1409664084798714)	(114, 0.1414463559027688)	(116, 0.14190084336079467)	(118, 0.14234937210363782)	(120, 0.14268306015386897)
92M_R2 - illumina_universal_adapter	(1, 0.0011657413702880282)	(2, 0.002506993987775555)	(3, 0.003859080632867989)	(4, 0.005209000472439442)	(5, 0.006318404899181952)	(6, 0.007250131273203982)	(7, 0.008025847649715347)	(8, 0.008639053612153101)	(9, 0.009071331313588903)	(10, 0.009510651132967896)	(12, 0.009819420919707753)	(14, 0.009965680292374003)	(16, 0.012537136744398755)	(18, 0.016108573944356455)	(20, 0.019884774266046904)	(22, 0.023715686427142134)	(24, 0.027936623582014028)	(26, 0.03247012243328749)	(28, 0.03733297572375015)	(30, 0.042517057932698304)	(32, 0.04794328065861614)	(34, 0.05370264973338487)	(36, 0.05990458883581407)	(38, 0.06675765299729819)	(40, 0.07395307243109739)	(42, 0.08171511150863325)	(44, 0.09002372727883667)	(46, 0.09913460279318351)	(48, 0.10896323263635542)	(50, 0.11973496458253452)	(52, 0.1226086904047362)	(54, 0.12267369457036564)	(56, 0.12273382342357286)	(58, 0.12280857821404673)	(60, 0.12290987637215262)	(62, 0.12303934300203126)	(64, 0.12318072706227531)	(66, 0.12334215407358842)	(68, 0.12351224830698546)	(70, 0.12371484462319723)	(72, 0.12392719156425341)	(74, 0.12413845510254912)	(76, 0.12437626200847682)	(78, 0.12465090460826123)	(80, 0.12493800633979127)	(82, 0.12521535744647688)	(84, 0.125498125566965)	(86, 0.12581285406888754)	(88, 0.1261476255218792)	(90, 0.12652952499495215)	(92, 0.12697859543917556)	(94, 0.12747316879933956)	(96, 0.1279953689298961)	(98, 0.12865949482207695)	(100, 0.1293745406440008)	(102, 0.13016867486744052)	(104, 0.13110419315112426)	(106, 0.13213234237083)	(108, 0.1333170432894266)	(110, 0.1346783388579832)	(112, 0.1360970547728458)	(114, 0.13771674189977945)	(116, 0.1395980707933716)	(118, 0.1415574046857191)	(120, 0.1432301785479168)
92M_R2 - polya	(1, 0.10945076387857625)	(2, 0.14605352614175565)	(3, 0.18316007068856324)	(4, 0.21992534336581623)	(5, 0.25663427909952374)	(6, 0.2928892690765856)	(7, 0.32951478279773533)	(8, 0.3660720421449741)	(9, 0.40260004961767965)	(10, 0.45775662585564303)	(12, 0.5313646345075241)	(14, 0.6048047157315292)	(16, 0.6785286484787828)	(18, 0.7526556070529389)	(20, 0.8264532111879059)	(22, 0.900036843277676)	(24, 0.9735500541880142)	(26, 1.047040513640382)	(28, 1.1201804922997312)	(30, 1.1934250193254676)	(32, 1.2668201393349123)	(34, 1.3400478736178612)	(36, 1.4137950995244655)	(38, 1.487746546851422)	(40, 1.5609071101632204)	(42, 1.6342675612843292)	(44, 1.7071496900866816)	(46, 1.7801293251374781)	(48, 1.852718935194498)	(50, 1.9247906787320033)	(52, 1.9966072809194126)	(54, 2.0685690590767285)	(56, 2.1405015853595106)	(58, 2.2121004235920614)	(60, 2.2831770616940563)	(62, 2.354232573442221)	(64, 2.4245015347862697)	(66, 2.4951886895958677)	(68, 2.5660334795071176)	(70, 2.637594398643051)	(72, 2.7093140362833967)	(74, 2.780588937090561)	(76, 2.85317692204344)	(78, 2.925248123879565)	(80, 2.998030037926572)	(82, 3.070371007050059)	(84, 3.142318159270108)	(86, 3.2148340979394145)	(88, 3.287151232202171)	(90, 3.359353525772315)	(92, 3.4314805228506056)	(94, 3.504181723391956)	(96, 3.5773222437526853)	(98, 3.6496713383968764)	(100, 3.7217707087047738)	(102, 3.7944247812260428)	(104, 3.86672133083635)	(106, 3.937820720396315)	(108, 4.00934047022735)	(110, 4.081241577830078)	(112, 4.153022427726391)	(114, 4.224430587073096)	(116, 4.296535916096177)	(118, 4.36836335231119)	(120, 4.4237880707323765)
92M_R2 - polyg	(1, 0.028626751140446625)	(2, 0.028669003848105765)	(3, 0.028704756139201957)	(4, 0.028775177318633854)	(5, 0.02881309641525103)	(6, 0.02884343169254477)	(7, 0.028880267386401457)	(8, 0.02893010391338403)	(9, 0.028983190648648075)	(10, 0.02912565811165261)	(12, 0.029277876199501555)	(14, 0.02936509012172106)	(16, 0.02947343039777013)	(18, 0.02960018852074755)	(20, 0.02974157258099159)	(22, 0.029912750217149123)	(24, 0.030086636360207884)	(26, 0.0302778569474345)	(28, 0.030486411978828967)	(30, 0.030715551662672758)	(32, 0.031024321449412615)	(34, 0.03133796654857468)	(36, 0.031656486960158964)	(38, 0.03200750945455796)	(40, 0.03234932302549278)	(42, 0.032728513991664536)	(44, 0.033140207040651015)	(46, 0.03358331876969173)	(48, 0.034085475949179184)	(50, 0.034617968405960375)	(52, 0.035180254438655065)	(54, 0.03618294369348924)	(56, 0.0647587749041928)	(58, 0.09843093270024476)	(60, 0.11197509231051966)	(62, 0.12432371697459302)	(64, 0.13006846011209514)	(66, 0.13333654453911542)	(68, 0.1360147161630485)	(70, 0.1385352526853302)	(72, 0.14046316789762348)	(74, 0.14150377624907481)	(76, 0.14243550262309684)	(78, 0.14339485576751138)	(80, 0.14433199915533587)	(82, 0.14524422427966907)	(84, 0.14623391270137737)	(86, 0.14724906108795716)	(88, 0.14820083041304827)	(90, 0.14946461973316072)	(92, 0.1530588083910887)	(94, 0.15769089689356686)	(96, 0.16249307962944204)	(98, 0.16736785035027008)	(100, 0.17259147675997616)	(102, 0.17818129330272808)	(104, 0.18405550307010882)	(106, 0.19037715817757225)	(108, 0.19700054095383235)	(110, 0.2038454795946128)	(112, 0.21138650450900853)	(114, 0.21928505233436624)	(116, 0.2276944245612953)	(118, 0.23665091518227216)	(120, 0.24368003229233604)
93M_R1 - polya	(1, 0.013361221612940188)	(2, 0.016078851115605)	(3, 0.01860682757108909)	(4, 0.020958306104052388)	(5, 0.02334376870905385)	(6, 0.02552094184027302)	(7, 0.02797546884973914)	(8, 0.03049138644095162)	(9, 0.03277051178828528)	(10, 0.03623305022481889)	(12, 0.04100561982540431)	(14, 0.046035262487052614)	(16, 0.05092568007938328)	(18, 0.0557804692090933)	(20, 0.06069390826957885)	(22, 0.06577397890909023)	(24, 0.0709061219170472)	(26, 0.07602565793053839)	(28, 0.08138472683887923)	(30, 0.08667144256159043)	(32, 0.09153500177440707)	(34, 0.09635964374343806)	(36, 0.10148630544945339)	(38, 0.1065751461720714)	(40, 0.11121232761469832)	(42, 0.11653247927925353)	(44, 0.1216432452096381)	(46, 0.1266942649488588)	(48, 0.13227477845564184)	(50, 0.13769578607592323)	(52, 0.14240586883437395)	(54, 0.14692246163428482)	(56, 0.1514050703621575)	(58, 0.15579668947779898)	(60, 0.1600956745906268)	(62, 0.1646095267395668)	(64, 0.16898470194938336)	(66, 0.17331986365502597)	(68, 0.1776912019534834)	(70, 0.1820778878973774)	(72, 0.18653199385515357)	(74, 0.19110449593486917)	(76, 0.19557066075691693)	(78, 0.2000642320886729)	(80, 0.2046180977417869)	(82, 0.20923664275781229)	(84, 0.21420818361887922)	(86, 0.2189829457402413)	(88, 0.22374729338791424)	(90, 0.22828690765597998)	(92, 0.23280624110686166)	(94, 0.2372164966491047)	(96, 0.2414075001136822)	(98, 0.24556890454777483)	(100, 0.24988214104565087)	(102, 0.25400682075673453)	(104, 0.2582115274761661)	(106, 0.26247543225656733)	(108, 0.266807305181045)	(110, 0.27104161093096146)	(112, 0.2751778013761225)	(114, 0.2791857293558493)	(116, 0.2831974942469351)	(118, 0.28711936578617814)	(120, 0.29008694265738166)
